Target_name,RA_1,Dec_1,source_id,ra_2,ra_error,dec_2,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_template_logg,rv_template_fe_h,phot_variable_flag,teff_val,a_g_val,GroupID,GroupSize,Separation
HV02202,18.828333,-72.695556,4687242503299303040,18.828457614255903,0.01722287643154164,-72.695641009478,0.013089785793370631,0.0024393246385021427,0.016450857036117105,1.148036887526143,-1.2558852315412534,14.316053,0.94367886,,,,,VARIABLE,5392.75,0.7133,,,0.33386037994974577
HV02227,21.554583,-74.134722,4686161683350837248,21.554198552916166,0.019958302260187428,-74.13447223801516,0.015807594516033144,-0.015195526820319102,0.02027354885581897,1.1745281588051435,-1.2205113299005776,14.603109,1.0162268,,,,,VARIABLE,5333.06,,,,0.9755067607800284
HV10366,16.229167,-74.208056,4684849794187435776,16.229588199813907,0.020734013574622286,-74.20805362364355,0.017848514163759786,-0.005214783124417983,0.019918656154069802,0.8095342813453614,-1.2129234595425094,14.048426,0.77387905,,,,,VARIABLE,5939.5,,,,0.4127473496420302
HV00818,9.81875,-72.033056,4689217466690224384,9.819046493324164,0.017037093430319988,-72.03286739415245,0.015817646494606933,0.0033730473268657815,0.020294882272084154,0.5603684162670972,-1.2720022088136873,13.937256,0.9630823,,,,,VARIABLE,5405.56,1.1105,1,6,0.7546012047018504
HV00836,13.972917,-71.536944,4689284433819282816,13.973965157106184,0.020257918258355746,-71.53684476196588,0.016385297413636746,0.006898356758971478,0.020421565032225815,0.7164043049316764,-1.1862463567938055,14.786139,0.8246412,,,,,VARIABLE,5746.0,,,,1.2472619226141375
HV00857,16.939167,-73.741667,4686373064464778368,16.93942602132302,0.017122703978549564,-73.74182039127527,0.014675723935056239,0.028210405136206505,0.01775365044124409,0.754220782338517,-1.2103590689249486,14.42449,0.8504343,,,,,VARIABLE,5770.3335,1.7015,,,0.6108094997919172
HV01334,9.074583,-73.773889,4685809255539825664,9.075513885233311,0.026622629333209625,-73.77360419192341,0.01802268282877908,0.008577457267317647,0.02270796645617736,0.741138417137004,-1.2374173619040085,14.711742,0.8424301,,,,,VARIABLE,5074.5,,,,1.3885791197520152
HV01338,9.570833,-73.814722,4685799566092789632,9.570720466850682,0.027542005873488727,-73.81470611890539,0.019113580167187463,-0.027983957284625792,0.02388398053883,0.408069485308757,-1.1386903471467011,14.987608,0.7523079,,,,,VARIABLE,6020.4,,,,0.12657265495696735
HV01363,10.489167,-73.523333,4685839182876325376,10.488662169118236,0.024806403669983004,-73.52342752327888,0.020207631111481567,-0.011963519049183665,0.024995651018182782,0.5983326323385794,-1.1291233752060241,15.046752,0.98152065,,,,,VARIABLE,5249.5,,,,0.617647002275671
HV01382,10.947917,-73.240556,4688855280717096448,10.94715253388329,0.0236734753688114,-73.24072849409423,0.0214898122923558,-0.02657752015618034,0.025527236669022995,0.6758818660211255,-1.1973048990358308,15.028574,0.9735403,,,,,VARIABLE,5349.0,,,,1.0076538953571146
HV01400,11.36125,-72.453333,4689043361630672768,11.361412917764135,0.032924295043351814,-72.45310374837155,0.022828051395547316,0.017721018458121872,0.03036136689699958,0.9224741394695906,-1.166621643119752,15.3789015,0.90037537,,,,,VARIABLE,5538.25,,,,0.8440353743600741
HV01610,13.620833,-72.410833,4689007047705199872,13.620006908307317,0.022130698245834215,-72.41092314513864,0.017110991914953917,-0.019127196218818397,0.0230284174109152,0.7516071287720564,-1.1530542617646384,14.65337,0.9353409,,,,,VARIABLE,5392.0,,,,0.9554874372983523
HV01630,13.7425,-73.065278,4685960610236424320,13.742381836963435,0.023156127714840703,-73.06552135933906,0.015643901564840867,-0.04308578825602636,0.021258587918576898,0.6682848339312191,-1.2247814609411578,14.735468,0.9745569,,,,,VARIABLE,5319.275,,,,0.8848123521424932
HV01689,14.118333,-72.441389,4688999626000359424,14.117344112793601,0.022354058376685578,-72.44141002819892,0.020319459874311024,-0.02836150770217941,0.02489804160886078,1.015064268293508,-1.4341824290952703,14.936112,0.820241,,,,,VARIABLE,5706.2075,,,,1.076647474838339
HV01705,14.220417,-72.869722,4685967653981973376,14.220133796217747,3.551397015570942,-72.869762580953,1.0709973675145215,,,,,19.757019,,,,,,NOT_AVAILABLE,,,,,0.3339489994913235
HV01783,14.71375,-71.906111,4690570862434585088,14.714168563625211,0.027178338289749932,-71.90595004708821,0.019713266729048974,-0.018765895262804207,0.02762548635316113,0.832555910977181,-1.2097167156328206,15.104081,0.84817886,,,,,VARIABLE,5657.907,,,,0.7448154996936186
HV01855,15.2475,-71.803611,4690573301975819904,15.248168565763734,0.03393972138566852,-71.80313993849428,0.02487052629634536,-0.009052603541907763,0.03408612943143585,1.0828031316913767,-1.1543178297408143,15.366925,0.9348469,,,,,VARIABLE,5375.0,,,,1.8549176672262526
HV01950,15.9275,-71.873889,4690527225571936640,15.92800181409254,0.02830299277944179,-71.87356728855472,0.0195344904666323,-0.059097451076703604,0.02612201650308555,1.031287906108165,-1.1950397105245756,15.103723,0.95261097,,,,,VARIABLE,5365.0,,,,1.287330332424971
HV02017,16.574167,-71.891944,4690538736077328128,16.575045801378376,0.022713794092343063,-71.89161686259577,0.016602544435385357,0.04392578260215882,0.020896323213745772,1.022796964123695,-1.1850693294264383,14.4789505,0.8564491,,,,,VARIABLE,5770.0,1.381,,,1.5342329049587633
HV02060,16.989167,-72.281667,4687509684629397760,16.988777215965325,0.022925640053319478,-72.28159615945106,0.016630774161965036,-0.005040735586372955,0.02217556620270005,1.1227716912652683,-1.3068541448002682,14.248389,0.7567358,,,,,VARIABLE,5668.1377,,,,0.497407139986881
HV02063,16.934583,-71.791111,4690540935100437888,16.934534168546964,0.017812982215495692,-71.790694494541,0.016134143028811734,-0.011633199194968436,0.01904085166316027,1.0214697165129665,-1.2649409730486545,14.62523,0.9331913,,,,,VARIABLE,5410.5,,,,1.5004255780673004
HV02103,17.546667,-73.176944,4687156157270240384,17.54745689803203,0.02637692820634447,-73.17684688594295,0.01791465957249124,-0.012709529197976216,0.02276780728533348,0.858924018643126,-1.2427719528097716,14.978781,0.8983574,,,,,VARIABLE,5612.1,,,,0.8941774519793521
HV02201,18.597917,-71.963056,4687567512047804160,18.597797435279016,0.019870541001531544,-71.96258745276175,0.014526539940158869,0.010930021204962476,0.019790632672259906,1.0922820667852042,-1.1075345268034475,14.274971,0.8100338,,,,,VARIABLE,5804.0,,,,1.6920271598817302
HV02229,21.76875,-73.818889,4686221671156164864,21.76829469979391,0.02151872969950318,-73.81892889421782,0.018007107141048685,-0.04890521328617013,0.02169835399671516,1.169711813470451,-1.2941443516131352,14.479503,0.8249283,,,,,VARIABLE,5857.5,,,,0.4788160572936221
HV10355,12.273333,-73.069722,4685949615116332160,12.272596370988783,0.029134061970123377,-73.06986824884972,0.019430668607357628,0.013615647600285309,0.024520698223795764,0.86226120659004,-1.0918509113151769,15.16453,0.9518814,,,,,VARIABLE,5355.0,,,,0.9346405764107064
HV11112,6.029583,-73.940556,4688421866945610240,6.030109682959093,0.028917559254069018,-73.94064310794585,0.024529942269935767,-0.04948096430957268,0.030035310450534446,0.41964197795997027,-1.0619119164508182,15.575505,0.882596,,,,,VARIABLE,5449.83,,,,0.6111076946745302
HV11116,11.26625,-73.308611,4685851243146073344,11.264855279542052,0.02824416677875498,-73.30775490305417,0.026717931668535064,-0.03497818274807557,0.02910753190758242,0.6203843221724445,-0.9728898439063768,15.305711,0.9955511,,,,,VARIABLE,5250.0,,,,3.402675698098529
