,ID,logP,m3p6,e3p6,m4p5,e4p5,colour,ecolour,id_compare,Target_name,RA_1,Dec_1,source_id,ra_2,ra_error,dec_2,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_template_logg,rv_template_fe_h,phot_variable_flag,teff_val,a_g_val,Separation,Galaxy
70,HV02244,1.1454139651678834,12.219000000000001,0.004,12.23,0.005,-0.011000000000000001,0.002,hv2244,HV02244,74.458333,-67.839167,4661558942480021760,74.46206650677945,0.016312347778608027,-67.83857853940901,0.01842409262168137,0.003938755565899289,0.01872564918718489,1.7469589137432875,-0.2074216360649428,14.119619,1.0731277,,,,,VARIABLE,5070.9854,0.41,5.494768516860742,LMC
71,HV02251,1.445401796678264,11.124,0.006999999999999999,11.165999999999999,0.006999999999999999,-0.043,0.002,hv2251,HV02251,75.229167,-66.637778,4662110931678915712,75.22981940280852,0.022468907732915662,-66.6373139769955,0.027211941499177463,-0.08981697467226316,0.02495447079835761,1.5760434659851064,0.03724505139764208,13.096702,1.2442846,283.9368015735218,11.882479347545384,3.5,0.0,VARIABLE,4710.0,,1.912569822353393,LMC
72,HV02257,1.595441104815296,10.722000000000001,0.006,10.784,0.006,-0.062,0.002,hv2257,HV02257,74.541667,-69.949444,4655144151135140864,74.54248628367661,0.13973908633664994,-69.94901376936102,0.14787185792736265,0.1581936818835149,0.15075043722867806,3.463782680870409,1.4453820643991198,18.289307,1.2481861,,,,,NOT_AVAILABLE,,,1.8497121785129909,LMC
73,HV02260,1.113508840532819,12.633,0.005,12.62,0.005,0.012,0.001,hv2260,HV02260,75.229167,-68.438611,4661349103391257344,75.22964343182208,0.1477248363111812,-68.43867229610062,0.22454587735015646,-0.06861763042993257,0.17842648471025493,1.3257749235621956,0.3005353773319237,18.681417,0.11143112,,,,,NOT_AVAILABLE,,,0.6678250352503283,LMC
74,HV02262,1.1995357811983398,12.035,0.004,12.067,0.004,-0.034,0.002,hv2262,HV02262,74.695833,-70.061389,4655140195517805184,74.69616890410808,0.01419515547830044,-70.06157708012957,0.015967012970102598,-0.02570559007948884,0.015172842313002881,1.947689823206264,0.015968418029178696,13.968916,1.0746126,,,,,VARIABLE,4997.0,,0.792778477453648,LMC
75,HV02270,1.13433651094868,12.399000000000001,0.004,12.424000000000001,0.004,-0.025,0.001,hv2270,HV02270,75.2,-69.531389,4655254269757996288,75.20154749446901,0.01884928665329001,-69.5318442599467,0.019365071318052072,-0.0346171720094721,0.0192883071610308,1.982855599834512,0.053811341507931904,14.405145999999998,1.1046323999999998,,,,,VARIABLE,4948.0,,2.545835147360461,LMC
76,HV02279,0.8385342705118686,13.077,0.013000000000000001,13.05,0.013999999999999999,0.023,0.002,hv2279,HV02279,75.733333,-68.694722,4661308146576307968,75.73523876658867,0.8211545880818863,-68.69568642327957,0.7611875183396887,-0.3118599002984197,0.8444500458858228,2.2555382691037047,0.1316637159486138,20.466423000000002,0.15493393,,,,,NOT_AVAILABLE,,,4.274094076095982,LMC
77,HV02282,1.1666372942318046,12.218,0.005,12.220999999999998,0.005,-0.003,0.002,hv2282,HV02282,75.35,-70.071667,4655093401795101440,75.35169364537411,5.238986060080005,-70.07117505035922,1.811640569897404,,,,,20.620161,,,,,,NOT_AVAILABLE,,,2.730458512848326,LMC
78,HV02291,1.3486358134280443,11.667,0.006,11.706,0.006,-0.036000000000000004,0.002,hv2291,HV02291,75.9375,-68.876111,4661251972608721792,75.93965776695278,0.19956558032198995,-68.87648164710951,0.2067841556415974,0.018544063086145143,0.2355421555051869,1.7599133568493688,0.35972326738401256,18.75036,0.52147293,,,,,NOT_AVAILABLE,,,3.1011763781603254,LMC
79,HV02294,1.5629111450476485,10.663,0.006,10.7,0.006,-0.036000000000000004,0.002,hv2294,HV02294,76.55833299999999,-66.67944399999999,4661911473380769664,76.55975518476181,0.5461932304671618,-66.67877059759496,0.6763676516210231,-0.3916393408919557,0.5852187662218183,1.1742881573414008,-1.9750982234219825,19.341692000000002,0.10952377,,,,,NOT_AVAILABLE,,,3.159923958977773,LMC
80,HV02324,1.1603484607610972,12.205,0.005,12.220999999999998,0.004,-0.017,0.002,hv2324,HV02324,76.8375,-68.337778,4661386525332168832,76.83828612277588,0.188542374054213,-68.33778708100938,0.2618279249483743,-0.08191171738724318,0.2133331360698344,1.880081144539775,-1.2325617388160772,19.123264000000002,0.23067665,,,,,NOT_AVAILABLE,,,1.0451760616892036,LMC
81,HV02337,0.8365139988906714,13.247,0.016,13.212,0.015,0.034,0.005,hv2337,HV02337,77.4,-68.044722,4661408648725707136,77.40174509145645,38.98349348704213,-68.04579346371368,9.904448992623015,,,,,20.896942000000003,,,,,,NOT_AVAILABLE,,,4.516125468497016,LMC
82,HV02338,1.6253124509616739,10.58,0.006999999999999999,10.64,0.006999999999999999,-0.057,0.002,hv2338,HV02338,76.533333,-71.2575,4651641759909771392,76.5369272940658,0.017130489906217787,-71.25725523599174,0.02091304076987499,-0.010195064147501978,0.01900358624649521,2.113871900437212,0.03780466292171924,12.604963,1.2008533000000001,247.14875479004658,5.8253100142518255,3.5,0.0,VARIABLE,4823.0,,4.250021977793402,LMC
83,HV02339,1.142389466118836,12.139000000000001,0.004,12.142999999999999,0.004,-0.005,0.001,hv2339,HV02339,77.204167,-68.999167,4661261142421370496,77.20316303451513,0.9746600975691576,-68.99913935998431,0.847084421474604,,,,,20.471304,,,,,,NOT_AVAILABLE,,,1.2991067808645915,LMC
84,HV02352,1.134559577422625,12.282,0.003,12.267000000000001,0.003,0.013999999999999999,0.001,hv2352,HV02352,77.266667,-70.365,4652071909485459584,77.2682282714201,0.015506496121487088,-70.36503467331104,0.021636196846194968,-0.04531025761596248,0.01678361823259639,2.0417296234710194,0.11275706312539982,13.999857,0.9595623,,,,,VARIABLE,5396.0,,1.8927843176615364,LMC
85,HV02369,1.6846389329832256,10.297,0.006,10.355,0.006,-0.057999999999999996,0.003,hv2369,HV02369,78.470833,-67.063611,4658929254268139904,78.47364621133238,0.01798217675982078,-67.06345658519018,0.02306984413231648,-0.09772768976745738,0.020794596513981096,1.6001238992691549,0.2731367701471023,12.251983000000001,1.2918663000000001,296.06866105800634,3.1304009898124816,3.5,0.0,NOT_AVAILABLE,4654.1553,,3.9857688441857166,LMC
86,HV02405,0.8403570592033562,13.309000000000001,0.011000000000000001,13.283,0.012,0.025,0.005,hv2405,HV02405,78.670833,-70.708889,4652001643815346176,78.67317502891875,0.021480882139952983,-70.70891123961583,0.022039473804621845,-0.007410752324925653,0.02311513651204572,2.172895905678021,0.2778358710083552,15.011729,0.93699074,,,,,VARIABLE,5435.3335,,2.786581634174545,LMC
87,HV02432,1.0381430899699424,12.446,0.015,12.427,0.016,0.018000000000000002,0.005,hv2432,HV02432,79.554167,-68.324722,4658714780768034688,79.55745043736174,0.014243854970243119,-68.32512313591971,0.016521210095874612,-0.06450129142899554,0.01580704700408036,1.624750486999651,0.4063365921929719,14.163929000000001,0.8524504,,,,,VARIABLE,5668.0,,4.598404016947282,LMC
88,HV02447,2.0731682622651015,9.44,0.006,9.437999999999999,0.005,0.003,0.002,hv2447,HV02447,79.875,-68.686111,4658325789850642048,79.87712487608296,0.025161825300318144,-68.68603255294198,0.025946121181439376,-0.009514122622557221,0.026279903577508958,1.6250539787263965,0.3434233198892208,11.742721000000001,1.3451567,,,,,VARIABLE,4593.04,,2.79474767114838,LMC
89,HV02463,1.1450409400370238,12.142000000000001,0.004,12.134,0.004,0.006,0.001,hv2463,HV02463,80.116667,-69.025,4658285554647792640,80.1161888160734,0.2313478487375319,-69.02485166370734,0.25613824573588884,-0.38072199649550775,0.2496716894306592,1.7950570386387483,1.5381843808264173,19.065668,0.8527087999999999,,,,,NOT_AVAILABLE,,,0.8154088272291402,LMC
90,HV02527,1.1122697684172707,12.452,0.005,12.456,0.005,-0.004,0.002,hv2527,HV02527,81.4125,-71.111389,4651828195859897472,81.41298358446117,0.02005437666242113,-71.11106762089878,0.02360121392633584,0.023991687560703086,0.02235744693389774,2.2324580313657396,0.3161192658952502,14.519298000000001,1.1821089,,,,,VARIABLE,4928.303,,1.286933198245685,LMC
91,HV02538,1.1420451481577443,12.245999999999999,0.003,12.265999999999998,0.003,-0.02,0.002,hv2538,HV02538,81.779167,-68.495,4658521644700967040,81.7823572429498,0.02027924840218474,-68.49525065277422,0.020590844101334483,-0.0241558003663641,0.01944003954268244,1.7046166797529572,0.381870870938756,14.2859,1.1411028,,,,,VARIABLE,4964.0,,4.305743610359887,LMC
92,HV02549,1.2100508498751372,11.885,0.004,11.890999999999998,0.004,-0.006,0.001,hv2549,HV02549,81.75,-71.643056,4651711299733565824,81.74849537208965,0.2670560217894985,-71.64352420763704,0.28307906294422475,0.6132149545801687,0.2932528421572332,2.1838366312436768,2.561138953644067,19.132372,0.8866501,,,,,NOT_AVAILABLE,,,2.3981443480525044,LMC
93,HV02579,1.1280113325759749,12.120999999999999,0.003,12.114,0.004,0.006,0.001,hv2579,HV02579,82.31666700000001,-67.473333,4660171530619866880,82.31908241638479,0.013492807751937048,-67.47263453032161,0.014663634190079166,-0.03563244616664845,0.014533512432632385,1.6118944120393992,0.35681634930159495,13.93007,0.98029995,,,,,VARIABLE,5334.495,,4.173842803443447,LMC
94,HV02580,1.2283490206236372,11.879000000000001,0.006,11.91,0.005,-0.031,0.001,hv2580,HV02580,82.354167,-66.239722,4660351987971113856,82.35673193854808,0.014134885731299238,-66.23980128619023,0.017184087183569428,-0.0056990908147849404,0.015176932628642469,1.5427054338243409,0.6460363506863898,13.798649,1.0212507,,,,,VARIABLE,5177.497,,3.7313171849136775,LMC
95,HV02733,0.9406160823374077,12.887,0.011000000000000001,12.855,0.01,0.028999999999999998,0.005,hv2733,HV02733,84.320833,-66.755278,4659525601881619072,84.31878584575465,0.20407458397539469,-66.75461296253239,0.26334122608498645,0.08234633400697867,0.2392868895959391,1.1905772571665143,0.4662438239263277,18.905123,0.0032596588,,,,,NOT_AVAILABLE,,,3.7671907487058847,LMC
96,HV02749,1.3637059728547238,11.625,0.004,11.682,0.004,-0.057999999999999996,0.002,hv2749,HV02749,84.8125,-69.3275,4657673440199504256,84.81317000292651,0.018120775718293288,-69.3275492117854,0.017701629731485768,-0.01854600073267121,0.01799353134582732,1.6432096643652256,0.5435041208468364,14.305473999999998,1.4691,,,,,VARIABLE,4501.34,,0.8697358997143523,LMC
97,HV02793,1.2837533833325265,11.734000000000002,0.006,11.767000000000001,0.005,-0.033,0.002,hv2793,HV02793,85.45,-68.68777800000001,4657765554388832640,85.44990318590081,0.2047111533767481,-68.68719242914575,0.18844843585683668,0.05684070440025547,0.17376153123438795,2.212644020513566,0.671501493970817,18.637545000000003,1.0868664,,,,,NOT_AVAILABLE,,,2.111857664251827,LMC
98,HV02827,1.896537240052262,9.744,0.004,9.824,0.003,-0.081,0.002,hv2827,HV02827,85.945833,-66.586389,4659851572721436416,85.94713186763866,0.022469849243003992,-66.5858145918518,0.0210855137842588,0.008390671531801706,0.02152338302316216,1.3941108178444097,0.6865948115040752,12.159856,1.3950195,316.5245449784307,0.8338029520035881,4.5,0.0,VARIABLE,4495.9775,,2.7800220783328187,LMC
99,HV02836,1.2437323645526488,11.988,0.005,12.008,0.005,-0.019,0.002,hv2836,HV02836,86.2875,-67.386111,4659425374531693824,86.29148451029945,0.017066932848513253,-67.38583440589095,0.019861679755511164,-0.012867860743902051,0.019003837733762696,1.651331609811446,0.7494678575076003,14.622020000000001,1.5577946000000003,,,,,VARIABLE,4431.2266,,5.604824532248894,LMC
100,HV02854,0.9362623419034776,12.81,0.016,12.785,0.013000000000000001,0.024,0.005,hv2854,HV02854,86.9125,-66.968333,4659822229503269248,86.91241293194076,0.1185787080212784,-66.96793874504056,0.13739576719215885,-0.253246947611571,0.13881836708695205,1.4363727031417115,-0.21435170308550613,18.080173000000002,0.26013565,,,,,NOT_AVAILABLE,,,1.4246059328371292,LMC
101,HV05497,1.9960736544852753,9.345,0.004,9.376,0.003,-0.03,0.002,hv5497,HV05497,73.916667,-66.428611,4662155148333196800,73.91899044814598,0.022899504196287838,-66.42869970949164,0.02782659153035969,-0.05798081016466949,0.027028192072721568,1.8050279001686484,0.05485800546551041,11.515359,1.3069553,280.4094033633723,1.6715989713288355,1.0,0.0,NOT_AVAILABLE,4844.34,,3.3600617469618617,LMC
102,HV05655,1.1526246394476192,12.308,0.005,12.325,0.005,-0.015,0.002,hv5655,HV05655,77.770833,-70.509722,4652055038851340928,77.7703864082932,0.7481498987294213,-70.50998166547096,0.8178789174764807,-0.7932029077375825,0.8120434469576339,4.348711991527071,1.4999371101021963,20.495686,,,,,,NOT_AVAILABLE,,,1.0777659715932184,LMC
103,HV06065,0.8349290964605758,13.300999999999998,0.011000000000000001,13.282,0.013000000000000001,0.013999999999999999,0.005,hv6065,HV06065,87.7375,-69.675556,4657407598879467136,87.73778621289526,0.01807804875456814,-69.6752633899454,0.01923069062741433,-0.026062166187675408,0.019512654771341485,1.7092388124522442,0.7628911555802409,15.028402,0.9263066999999999,,,,,VARIABLE,5362.6665,,1.1125311779867648,LMC
104,HV06098,1.3844788628508353,11.224,0.003,11.218,0.003,0.006,0.001,hv6098,HV6098,74.4375,-65.708333,4662295546548512256,74.43772515715791,0.018706188809771998,-65.70837026283712,0.022752043688319918,-0.05277418853727858,0.020520428742059053,1.3777609604649836,0.1719618238618155,13.052269,1.0425176999999999,306.8438812454231,4.13184404197117,3.5,0.0,VARIABLE,5169.2354,,0.3594235477480307,LMC
105,HV08036,1.4528440272961625,11.329,0.006,11.374,0.006,-0.044000000000000004,0.002,hv8036,HV08036,71.404167,-70.251111,4654972524214794240,71.40507854993372,0.0145697560913441,-70.25108924865832,0.015022891003605937,-0.047224016911466125,0.015334910503512456,2.0518051301170206,-0.07144033956028571,13.397081,1.1886940000000001,,,,,VARIABLE,4871.0947,,1.1116028105108609,LMC
106,HV12452,0.9413126253606621,12.837,0.016,12.832,0.015,0.003,0.005,hv12452,HV12452,72.2125,-69.35583299999999,4655420674029189632,72.21380411247758,0.29235282428412346,-69.35546978434017,0.2602620737534221,0.6686718094980476,0.2839339335455577,2.096071346971856,-0.8138123108334508,19.050863,0.75203705,,,,,NOT_AVAILABLE,,,2.1093930205886022,LMC
107,HV12471,1.2003853242323868,12.177999999999999,0.004,12.208,0.004,-0.027999999999999997,0.002,hv12471,HV12471,72.716667,-69.315556,4655374808040426240,72.71851437038194,0.021393195499590126,-69.31551928017483,0.026611076648505618,0.048799133956821464,0.02409774556376225,1.8751935874403345,-0.10505131627467852,14.535699,1.3554058,,,,,VARIABLE,4613.26,,2.352825536630253,LMC
108,HV12505,1.1580306125903403,12.327,0.005,12.338,0.005,-0.013000000000000001,0.001,hv12505,HV12505,74.483333,-68.815556,4655312101566701824,74.48643415629012,0.02114039741116952,-68.81600398867782,0.020550002090036386,-0.01272741722049486,0.023696690131182446,1.6397112604335464,-0.11540179142542965,14.551226000000002,1.2183075,,,,,VARIABLE,4868.532,,4.344781139117603,LMC
109,HV12656,1.1271047983648077,12.269,0.002,12.248,0.002,0.02,0.001,hv12656,HV12656,87.029167,-71.506389,4656820665823608960,87.02886666407477,0.019012188676766014,-71.50594312384247,0.018699098844574942,0.0016747800551209914,0.016710813472761772,1.7648518336921861,0.6797451754530319,14.058678,0.9777011999999998,,,,,VARIABLE,5314.3247,0.07200000000000001,1.6413845112601295,LMC
110,HV12700,0.9113174423240304,12.975,0.011000000000000001,12.953,0.012,0.022000000000000002,0.005,hv12700,HV12700,89.37916700000001,-67.62527800000001,4659545118198056192,89.38134514543103,0.01783336556974465,-67.62484045542706,0.028799898110624857,-0.015030122022146297,0.021452323218478626,1.4503326498033708,0.7508295782446694,14.654882999999998,0.9461030999999999,,,,,VARIABLE,5327.0,,3.3750419522800543,LMC
111,HV12717,0.9465996250151327,12.877,0.015,12.842,0.015,0.034,0.005,hv12717,HV12717,70.833333,-69.23,4656162054064893824,70.83514260074466,1.1347483133864371,-69.23085008178504,0.9122875611137902,0.3641930659599559,0.9360044153055757,5.539071824047352,-9.265181542463688,20.120224,0.4567051,,,,,NOT_AVAILABLE,,,3.834333510444364,LMC
112,HV12724,1.1381131464871672,12.419,0.004,12.444,0.005,-0.025,0.002,hv12724,HV12724,71.50416700000001,-69.64805600000001,4655390510442923008,71.50452116392732,0.016839562372100582,-69.64882296652553,0.018733198702522373,-0.013874523334549641,0.018484031376629025,1.9052293314104063,-0.03705383526596152,14.585078,1.2247982,,,,,VARIABLE,4942.8975,,2.7964579787639754,LMC
113,HV12815,1.4172225044337694,11.212,0.006,11.257,0.006,-0.042,0.002,hv12815,HV12815,82.508333,-65.934167,4660363361045224192,82.51028829569678,0.01628548334977728,-65.93382625321001,0.016297307454751754,-0.031163269687317318,0.01636344429974031,1.5672258252063254,0.6883621333943596,13.137929000000002,1.1297531,,,,,VARIABLE,4970.0,,3.1215790117188633,LMC
114,HV12816,0.9594230219431051,12.89,0.011000000000000001,12.869000000000002,0.011000000000000001,0.019,0.002,hv12816,HV12816,82.491667,-65.905556,4660363498484185856,82.49343995086936,0.020426083598946147,-65.90564010391579,0.019726463687908653,-0.01708505424605666,0.02068594509266665,1.5865161649150077,0.34749763937329564,14.455588,0.83902264,,,,,VARIABLE,5782.3335,,2.6231822258661714,LMC
115,HV13048,0.8358807318173946,13.165,0.011000000000000001,13.152000000000001,0.013000000000000001,0.01,0.005,hv13048,HV13048,87.708333,-67.1425,4659633835046741248,87.71405043867733,0.23906236925667615,-67.14165330907296,0.22914291082264876,0.19808022353331026,0.2629285128785457,2.077990591163406,0.8349817855001689,18.959509,0.0032901764000000003,,,,,NOT_AVAILABLE,,,8.556639210059537,LMC
116,HV00817,1.2765,12.094000000000001,0.024,12.062999999999999,0.023,0.03100000000000236,0.002770128356432444,hv817,HV00817,9.81875,-72.033056,4689217466690224384,9.819046493324164,0.017037093430319988,-72.03286739415245,0.015817646494606933,0.0033730473268657806,0.020294882272084157,0.5603684162670972,-1.2720022088136873,13.937256,0.9630823000000001,,,,,VARIABLE,5405.56,1.1105,0.7546012047018504,SMC
117,HV00824,1.8191,10.27,0.028999999999999998,10.267000000000001,0.03,0.0029999999999983373,0.0034771076741708443,hv824,HV00824,11.722083,-72.714167,4688974886982934016,11.721306178797624,0.025940061585643104,-72.71437676091303,0.020385435467181717,0.05290145566239128,0.02778078766728953,0.6924153718028402,-1.2475641025941708,12.219525,1.117712,139.2030963477816,3.568839958932875,3.5,0.0,NOT_AVAILABLE,5019.21,,1.122822628527944,SMC
118,HV00829,1.9258,9.871,0.031,9.836,0.03,0.03500000000000014,0.0035949424350204986,hv829,HV00829,12.620833,-72.7525,4688965399355605120,12.619998164888386,0.02295972390588986,-72.75256413932378,0.019073910607216662,-0.04997038932183492,0.02383276006460041,0.8020141462805593,-1.1774607735113896,11.756469000000001,1.0655499,109.16809951637235,7.8637037993640675,1.0,-0.5,VARIABLE,5200.28,,0.9205306672427208,SMC
119,HV00834,1.867,10.139,0.022000000000000002,10.137,0.015,0.0019999999999988916,0.0022189211592823915,hv834,HV00834,13.428332999999999,-72.287222,4689057414725777152,13.427701097851253,0.025794349588099147,-72.28712583293088,0.02164182888321415,-0.11081764453603596,0.028954216785726208,0.8003470176863559,-1.143495254499802,12.057661,1.0933666000000002,159.5230461751006,10.871261055961012,0.5,-0.25,VARIABLE,5012.11,,0.7738716199565334,SMC
120,HV00836,0.9733,13.234000000000002,0.073,13.199000000000002,0.07400000000000001,0.03500000000000014,0.008662258494308643,hv836,HV00836,13.972917,-71.53694399999999,4689284433819282816,13.973965157106186,0.020257918258355743,-71.53684476196588,0.016385297413636746,0.006898356758971478,0.02042156503222581,0.7164043049316764,-1.1862463567938055,14.786139000000002,0.8246412000000001,,,,,VARIABLE,5746.0,,1.2472619226141377,SMC
121,HV00837,1.6309,11.042,0.039,11.047,0.037000000000000005,-0.005000000000000782,0.004479893351905204,hv837,HV00837,13.983332999999998,-71.984444,4689071575280146432,13.983582183969855,0.02742306727514879,-71.98408665724631,0.018744985232055103,0.02873714108680195,0.026619833310733858,0.8373848839295482,-1.2376476120281468,13.043082,1.1407479999999999,,,,,VARIABLE,5022.68,,1.3160114564217622,SMC
122,HV00840,1.5189,11.392000000000001,0.048,11.390999999999998,0.048,0.0010000000000029985,0.00565685424949238,hv840,HV00840,14.472917,-72.4125,4688997014660077312,14.4721718866414,0.015321599406268066,-72.41283264810956,0.012383121510317063,-0.044693290042590116,0.013928943539134148,0.7525556488908607,-1.2125979133280067,13.377137,1.0979795,,,,,VARIABLE,5018.9529999999995,,1.4460356119151403,SMC
123,HV00843,1.1677,12.738,0.04,12.745,0.037000000000000005,-0.006999999999999673,0.004540710908608426,hv843,HV00843,14.629582999999998,-72.450556,4688997152099135232,14.628823050586991,0.019176878865998497,-72.45077295567306,0.01802273898844113,-0.013960664063730423,0.020059832519953254,0.7009186856130181,-1.2724572030566113,14.778870000000001,1.1526785,,,,,VARIABLE,4945.64,,1.1360112638702746,SMC
124,HV00847,1.4326,11.782,0.044000000000000004,11.790999999999999,0.045,-0.008999999999998565,0.005244706325853187,hv847,HV00847,15.261667000000001,-72.198611,4690504204544129408,15.261216283204096,0.01634993799274535,-72.19840211577966,0.01322930687108,-0.03700197435340159,0.015634750199976732,0.8701484936419137,-1.1405076966121066,13.803009,1.1333541999999999,,,,,VARIABLE,4982.485,,0.9008605778348286,SMC
125,HV00855,1.5179,11.56,0.04,11.575999999999999,0.04,-0.015999999999998238,0.004714045207910317,hv855,HV00855,16.823332999999998,-73.223889,4687201890086026880,16.82319592522681,0.016788204602014162,-73.22394629267312,0.013240846550846622,-0.015622039753918729,0.015115113940150453,0.985433408007682,-1.141927571670305,13.595036499999999,1.1866055,,,,,VARIABLE,5024.0,,0.2506534794444482,SMC
126,HV00856,1.0848,13.062000000000001,0.037000000000000005,13.052,0.035,0.010000000000001563,0.004244277192748948,hv856,HV00856,16.962917,-71.52166700000001,4690559450696040320,16.962979031024517,0.0215692255267595,-71.52132691052309,0.018186487531148772,-0.03667389450888981,0.021850131858292692,0.9235468044658672,-1.1382539074256934,14.861376000000002,0.9887123,,,,,VARIABLE,5123.56,,1.226366268495744,SMC
127,HV00857,1.0786,12.847000000000001,0.092,12.829,0.102,0.018000000000000682,0.011446736555795181,hv857,HV00857,16.939167,-73.741667,4686373064464778368,16.93942602132302,0.017122703978549564,-73.74182039127527,0.01467572393505624,0.028210405136206505,0.01775365044124409,0.7542207823385172,-1.2103590689249486,14.424489999999999,0.8504343000000001,,,,,VARIABLE,5770.3335,1.7015,0.6108094997919172,SMC
128,HV00865,1.5228,11.167,0.048,11.158,0.048,0.009000000000000341,0.00565685424949238,hv865,HV00865,25.13375,-74.5075,4638055919331408128,25.134193003302318,0.02317303997750013,-74.50711402850855,0.01873142931929593,-0.02609775773698009,0.02544648526528847,1.2634439839791147,-1.1265650997757732,13.020083,1.050168,184.88336599502915,7.5916692604133225,3.5,0.0,VARIABLE,5159.6665,,1.453333423344214,SMC
129,HV01326,1.1375,12.925999999999998,0.033,12.915,0.025,0.010999999999999233,0.0034500402574140754,hv1326,HV01326,8.3475,-73.385278,4688881565910327424,8.346005817159439,0.023467454461538785,-73.38483030387627,0.01914855356272408,0.008742181488142492,0.023900145304964027,0.4155979776887168,-1.1397950723442911,14.792857000000001,1.0550213,,,,,VARIABLE,5476.4634,,2.2278427521185487,SMC
130,HV01328,1.1997,12.503,0.017,12.478,0.019,0.025000000000000355,0.0021245914639969935,hv1328,HV01328,8.22875,-73.82194399999999,4688810475608636800,8.228831072655929,0.02664586765311796,-73.82197346538187,0.02193530547538837,-0.054029366421168484,0.02310074185793832,0.54769425416894,-1.1845569012189665,13.992491000000001,0.78492546,,,,,VARIABLE,5937.3335,,0.13365935513346303,SMC
131,HV01333,1.212,12.710999999999999,0.032,12.689,0.033,0.021999999999998465,0.0038306149781870687,hv1333,HV01333,9.012917,-73.93333299999999,4685792625426268032,9.014429714377576,0.026984952762597467,-73.93302369028643,0.02110714532838204,-0.05137389425061251,0.025110445699886862,0.4593763086264644,-1.2306130903859276,14.609986,1.0721188,,,,,VARIABLE,5028.78,,1.873887302576687,SMC
132,HV01334,0.9755,13.220999999999998,0.078,13.214,0.085,0.006999999999997897,0.009613719941370828,hv1334,HV01334,9.074583,-73.773889,4685809255539825664,9.075513885233313,0.026622629333209625,-73.77360419192341,0.018022682828779082,0.008577457267317647,0.02270796645617736,0.741138417137004,-1.2374173619040083,14.711742000000001,0.8424301,,,,,VARIABLE,5074.5,,1.3885791197520152,SMC
133,HV01335,1.1578,12.898,0.028999999999999998,12.867,0.027999999999999997,0.030999999999998806,0.003359274061791062,hv1335,HV01335,9.230833,-73.94166700000001,4685791697713071616,9.232058290586847,0.026204594323295558,-73.9411312261423,0.01690644785412367,-0.07714058782803697,0.022945741277271968,0.44167594473237454,-1.0786409835283546,14.559816,0.85708046,,,,,VARIABLE,5612.1,,2.2823380408267564,SMC
134,HV01338,0.9292,13.584000000000001,0.086,13.535,0.075,0.049000000000001265,0.009509133036776333,hv1338,HV01338,9.570833,-73.814722,4685799566092789632,9.57072046685068,0.027542005873488727,-73.81470611890539,0.019113580167187463,-0.027983957284625792,0.023883980538830004,0.40806948530875703,-1.1386903471467011,14.987607999999998,0.7523079,,,,,VARIABLE,6020.4,,0.12657265495696735,SMC
135,HV01342,1.2539,12.511,0.012,12.475999999999999,0.012,0.03500000000000014,0.001414213562373095,hv1342,HV01342,9.890417,-73.748611,4685801249719882240,9.890876394866122,0.016630948238230348,-73.74843736972286,0.013356072231495384,-0.01440405999537002,0.016731356784409214,0.4760299318527715,-1.1874671845372666,14.031276,0.8141155,,,,,VARIABLE,5890.6665,,0.7777667648879245,SMC
136,HV01345,1.1296,12.841,0.03,12.818,0.03,0.022999999999999687,0.0035355339059327377,hv1345,HV01345,10.16125,-73.220556,4688863797635493248,10.160829321536722,0.02482628772223119,-73.22064738918931,0.015845173022548596,-0.09464061507276446,0.02331563668757982,0.6069345726007154,-1.1727285961199074,14.646954999999998,0.9641409,,,,,VARIABLE,5308.3335,,0.5471619147794831,SMC
137,HV01351,1.117,12.959000000000001,0.018000000000000002,12.937999999999999,0.021,0.021000000000002572,0.002304886114323222,hv1351,HV01351,10.26625,-73.527778,4685841725497006976,10.266118918730646,0.02064536981686217,-73.52772164843869,0.01656601012114004,-0.07081047302652417,0.021085944331767827,0.6155689146461394,-1.108531198250883,14.595597,0.8686676,,,,,VARIABLE,5601.0,,0.2430193254288722,SMC
138,HV01363,1.0286,13.237,0.061,13.238,0.077,-0.0009999999999994458,0.008186201126828543,hv1363,HV01363,10.489167,-73.523333,4685839182876325376,10.488662169118236,0.024806403669983004,-73.52342752327887,0.020207631111481567,-0.011963519049183665,0.024995651018182786,0.5983326323385794,-1.129123375206024,15.046752,0.98152065,,,,,VARIABLE,5249.5,,0.617647002275671,SMC
139,HV01365,1.0939,13.174000000000001,0.027999999999999997,13.124,0.03,0.05000000000000071,0.0034197140881138646,hv1365,HV01365,10.454167,-73.72833299999999,4685821418888717696,10.454511777728182,0.027604811613427833,-73.7283880447751,0.02050495885775488,-0.005032482824926787,0.027253416661330597,0.6519831827659386,-1.1110867037983754,14.92221,0.9930954,,,,,VARIABLE,5336.0,,0.4002679551979199,SMC
140,HV01372,1.1979,12.852,0.042,12.818,0.033,0.034000000000000696,0.004451123453691214,hv1372,HV01372,10.800833,-73.325278,4688848236968643968,10.801431404402035,0.02717405854588817,-73.32545076916084,0.02302613295228648,-0.09057263185251743,0.026143590639850358,0.6250252239471201,-1.1321906201055516,14.886973999999999,1.167551,,,,,VARIABLE,4896.9,,0.8768898214776819,SMC
